��DatGeracaoConjuntoDados,NumAno,DscClassificacao,DescricaoCategoria,SigAgente,NumCNPJ,NumOrdemIASC,MdaIndicadorQualidade,MdaIndicadorSatisfacao,MdaIndicadorFidelidade,MdaIndicadorValor,MdaIndicadorConfianca,MdaSatisfacaoR2,MdaFidelidadeR2,MdaValorR2,MdaConfiancaR2,MdaPesoQualidadeInformacao,MdaPesoQualidadeAcesso,MdaPesoQualidadeConfiabilidade,MdaPesoSatisfacaoS1,MdaPesoSatisfacaoS2,MdaPesoSatisfacaoS3,MdaPesoFidelidadeV33,MdaPesoFidelidadeV34,MdaPesoFidelidadeV35,MdaPesoFidelidadeV36,MdaPesoValorV28,MdaPesoValorV29,MdaPesoValorV30,MdaPesoValorV31,MdaPesoValorV91,MdaPesoConfiancaV37,MdaPesoConfiancaV38,MdaPesoConfiancaV39,MdaPesoConfiancaV40,MdaMediaQualidadeInformacaoV15,MdaMediaQualidadeInformacaoV16,MdaMediaQualidadeInformacaoV21,MdaMediaQualidadeInformacaoV22,MdaMediaQualidadeInformacaoV23,MdaMediaQualidadeInformacaoV24,MdaMediaQualidadeInformacaoV90,MdaMediaQualidadeAcessoV10,MdaMediaQualidadeAcessoV11,MdaMediaQualidadeAcessoV12,MdaMediaQualidadeAcessoV17,MdaMediaQualidadeAcessoV19,MdaMediaQualidadeConfiabilidadeV8,MdaMediaQualidadeConfiabilidadeV9,MdaMediaQualidadeConfiabilidadeV13,MdaMediaQualidadeConfiabilidadeV14,MdaMediaQualidadeConfiabilidadeV18,MdaMediaQualidadeConfiabilidadeV20,MdaMediaSatisfacaoS1,MdaMediaSatisfacaoS2,MdaMediaSatisfacaoS3,MdaMediaFidelidadeV33,MdaMediaFidelidadeV34,MdaMediaFidelidadeV35,MdaMediaFidelidadeV36,MdaMediaFidelidadeV93,MdaMediaFidelidadeV94,MdaMediaValorV28,MdaMediaValorV29,MdaMediaValorV30,MdaMediaValorV31,MdaMediaValorV91,MdaMediaValorV92,MdaMediaConfiancaV37,MdaMediaConfiancaV38,MdaMediaConfiancaV39,MdaMediaConfiancaV40,MdaMediaQualidadeInformacao,MdaMediaQualidadeAcesso,MdaMediaQualidadeConfiabilidade,MdaMediaQualidade,MdaMediaSatisfacao,MdaMediaFidelidade,MdaMediaValor,MdaMediaConfianca,MdaDsvPadQualidadeInformacaoV15,MdaDsvPadQualidadeInformacaoV16,MdaDsvPadQualidadeInformacaoV21,MdaDsvPadQualidadeInformacaoV22,MdaDsvPadQualidadeInformacaoV23,MdaDsvPadQualidadeInformacaoV24,MdaDsvPadQualidadeInformacaoV90,MdaDsvPadQualidadeAcessoV10,MdaDsvPadQualidadeAcessoV11,MdaDsvPadQualidadeAcessoV12,MdaDsvPadQualidadeAcessoV17,MdaDsvPadQualidadeAcessoV19,MdaDsvPadQualidadeConfiabilidadeV8,MdaDsvPadQualidadeConfiabilidadeV9,MdaDsvPadQualidadeConfiabilidadeV13,MdaDsvPadQualidadeConfiabilidadeV14,MdaDsvPadQualidadeConfiabilidadeV18,MdaDsvPadQualidadeConfiabilidadeV20,MdaDsvPadSatisfacaoS1,MdaDsvPadSatisfacaoS2,MdaDsvPadSatisfacaoS3,MdaDsvPadFidelidadeV33,MdaDsvPadFidelidadeV34,MdaDsvPadFidelidadeV35,MdaDsvPadFidelidadeV36,MdaDsvPadFidelidadeV93,MdaDsvPadFidelidadeV94,MdaDsvPadValorV28,MdaDsvPadValorV29,MdaDsvPadValorV30,MdaDsvPadValorV31,MdaDsvPadValorV91,MdaDsvPadValorV92,MdaDsvPadConfiancaV37,MdaDsvPadConfiancaV38,MdaDsvPadConfiancaV39,MdaDsvPadConfiancaV40,MdaDsvPadQualidadeInformacao,MdaDsvPadQualidadeAcesso,MdaDsvPadQualidadeConfiabilidade,MdaDsvPadQualidade,MdaDsvPadSatisfacao,MdaDsvPadFidelidade,MdaDsvPadValor,MdaDsvPadConfianca,MdaCoeficienteQualidadeValor,MdaCoeficienteQualidadeSatisfacao,MdaCoeficienteValorSatisfacao,MdaCoeficienteQualidadeConfianca,MdaCoeficienteSatisfacaoConfianca,MdaCoeficienteConfiancaFidelidade,MdaCoeficienteSatisfacaoFidelidade,QtdSexoV11,QtdSexoV12,QtdFaixaEtariaV21,QtdFaixaEtariaV22,QtdFaixaEtariaV23,QtdFaixaEtariaV24,QtdFaixaEtariaV25,QtdFaixaEtariaV26,QtdFaixaEtariaV27,QtdFaixaEtariaV28,QtdFaixaEtariaV29,QtdEscolaridadeV31,QtdEscolaridadeV32,QtdEscolaridadeV33,QtdEscolaridadeV34,QtdEscolaridadeV35,QtdEscolaridadeV36,QtdEscolaridadeV37,QtdEscolaridadeV38,QtdEscolaridadeV39,QtdRendaV41,QtdRendaV42,QtdRendaV43,QtdRendaV44,QtdRendaV45,QtdRendaV46,QtdRendaV47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Centro-Oeste acima de 30 mil unidades consumidoras,Energisa Mato Grosso,3467321000199,27,65,510000000000005,68,290000000000006,35,490000000000002,34,380000000000003,59,359999999999999,0,"6,034E+016",0,"2,444E+016",7,11000000000000,0,"4,165E+016",0,"8,8418461E+016",0,"9,0110928E+016",0,91472935,0,77992569,0,"8,2457767E+016",0,"7,9193197E+016",,0,"7,7450076E+016",0,"8,6189148E+016",0,"8,5249607E+016",,0,"9,0578951E+016",0,"9,3741892E+016",0,"9,3144718E+016",,0,"8,2585E+016",0,"8,7608378E+016",0,"8,5232506E+016",0,"8,5185191E+016",6,4025559999999997,6,851740000000003,7,3754650000000002,6,3559869999999998,5,8950820000000004,7,5031850000000002,,6,8284789999999997,6,"9,09396E+015",7,6484639999999997,8,6,6666670000000003,7,1531250000000002,7,31350000000003,6,6090530000000003,6,7964909999999996,6,8238989999999999,6,8274759999999999,7,593750000000002,7,4906249999999996,6,8738169999999998,,3,7366769999999998,3,6112850000000001,5,1981130000000002,,,,4,2915359999999998,4,1031250000000004,3,8924050000000001,,,6,3452770000000003,6,1465800000000002,6,8338559999999999,6,488600000000003,6,6029080000000002,7,2106009999999996,6,8688630000000002,6,8941239999999997,7,1412719999999998,4,1820250000000003,4,956890000000001,6,3436430000000001,2,246,2,593,1,8140000000000001,2,2509999999999999,2,710000000000002,2,739999999999998,,2,3180000000000001,2,4409999999999998,2,990000000000002,1,776,1,929,2,30000000000001,1,984,2,4529999999999998,1,"9,53E+015",2,306,2,46,2,510000000000002,1,8,1,8049999999999999,,2,2850000000000001,2,3490000000000002,2,3820000000000001,,,,1,702,1,5489999999999999,1,5760000000000001,,,1,7929999999999999,1,929,1,5860000000000001,1,667,1,603,1,5940000000000001,1,522,1,415,1,5049999999999999,1,"9,42E+015",1,4870000000000001,1,486,0,"2,667E+016",0,"6,918E+016",0,"1,683E+016",0,"3,307E+016",0,"3,52E+016",0,"2,91E+016",0,254,147,173,1,34,69,62,70,60,24,0,0,0,122,24,11,94,25,44,0,0,37,84,148,36,12,3,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Nordeste,Neoenergia Coelba,15139629000194,28,64,219999999999999,67,629999999999995,27,75,32,789999999999999,60,579999999999998,0,"5,945E+016",0,1361,4,59000000000000,0,"5,288E+016",0,"9,0687774E+016",0,"9,2963894E+016",0,"9,4316807E+016",0,"8,1902486E+016",0,"8,4785922E+016",0,"8,6498579E+016",,0,"9,6375726E+016",0,"9,8183617E+016",0,"9,7263879E+016",,0,"9,6472825E+016",0,"9,7731347E+016",0,9709238,,0,"9,0846853E+016",0,"9,3567318E+016",0,"9,1456687E+016",0,"9,2381611E+016",6,216704,6,1036039999999998,6,6682030000000001,6,2690580000000002,5,990971,6,"9,97778E+015",,7,648150000000003,6,"9,14081E+015",7,3961350000000001,7,911111,6,4691080000000003,7,2338529999999999,7,1692650000000002,6,7865710000000004,6,4534880000000001,6,8797329999999999,6,2917589999999999,7,89090000000001,7,394209,6,8587439999999997,,3,5730339999999998,3,4211710000000002,3,5,,,,4,355559999999997,3,"9,33333E+015",3,8864139999999998,,,6,3766819999999997,6,3182840000000002,6,5896860000000004,6,5250000000000004,6,3743860000000003,7,1510499999999997,6,8024449999999996,6,7759600000000004,7,872869999999999,3,498068,3,"9,51768E+015",6,452413,1,"9,51E+015",2,739999999999998,1,645,1,8480000000000001,1,885,1,825,,1,8839999999999999,2,139999999999998,1,732,1,8049999999999999,1,615,1,786,1,8580000000000001,2,350000000000001,1,7849999999999999,1,8280000000000001,2,117,1,889,1,472,1,4019999999999999,,1,8600000000000001,1,855,1,869,,,,1,8100000000000001,1,754,1,7310000000000001,,,1,5669999999999999,1,7150000000000001,1,651,1,6479999999999999,1,5089999999999999,1,3740000000000001,1,4810000000000001,1,3480000000000001,1,3380000000000001,1,8109999999999999,1,714,1,5149999999999999,0,2142,0,"7,133E+016",0,1396,0,"4,009E+016",0,"3,677E+016",0,"2,252E+016",0,"1,689E+016",156,294,2,17,79,113,103,81,55,0,0,0,173,42,35,153,13,34,0,0,117,161,156,13,2,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Centro-Oeste acima de 30 mil unidades consumidoras,Neoenergia Bras�lia,7522669000192,29,64,99999999999994,66,799999999999997,33,289999999999999,39,390000000000001,64,359999999999999,0,"4,961E+016",0,"1,62E+016",1,58000000000000,0,"4,025E+016",0,"8,6718556E+016",0,"8,9409614E+016",0,"8,9851215E+016",0,"7,8751031E+016",0,"8,4349238E+016",0,"7,6346758E+016",,0,"8,9510231E+016",0,92681141,0,"9,0899438E+016",,0,"6,9738004E+016",0,"8,244978E+016",0,78548023,,0,"7,3012067E+016",0,"8,0665843E+016",0,"8,2088112E+016",0,"6,9870616E+016",6,5236489999999998,6,7100980000000003,7,905659999999999,6,2222220000000004,7,2038219999999997,7,4885250000000001,,6,4166670000000003,6,5833329999999997,7,3776219999999997,8,2776029999999992,6,1203010000000004,6,504702,6,6081500000000002,7,2752809999999997,6,"9,11877E+015",5,8825399999999997,5,7177699999999998,7,531249999999996,7,4200629999999999,6,5187499999999998,,4,3035139999999998,3,766562,3,"9,26518E+015",,,,4,6551720000000003,4,4496859999999998,4,547771,,,6,"9,40594E+015",6,2750000000000004,6,"9,22581E+015",7,830039999999999,6,8731470000000003,6,"9,55105E+015",6,4833869999999996,6,7705460000000004,6,"9,97313E+015",3,"9,98864E+015",4,5508759999999997,6,8052950000000001,2,1019999999999999,2,129999999999999,1,6279999999999999,2,1920000000000002,2,489999999999999,1,7529999999999999,,1,948,1,"9,38E+015",1,6240000000000001,1,5309999999999999,1,897,1,72,1,6950000000000001,1,498,1,573,2,1909999999999998,2,5030000000000001,1,871,1,681,1,649,,2,910000000000002,2,1309999999999998,2,2450000000000001,,,,1,603,1,4299999999999999,1,3740000000000001,,,1,3879999999999999,1,7070000000000001,1,4710000000000001,1,157,1,3939999999999999,1,3089999999999999,1,246,1,167,1,3839999999999999,1,962,1,1279999999999999,1,1020000000000001,0,1258,0,6431,0,"2,088E+016",0,"3,426E+016",0,"3,474E+016",0,2311,0,2203,132,188,0,22,52,61,73,51,60,0,1,0,97,35,21,96,21,50,0,0,16,62,147,50,25,15,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Nordeste,Neoenergia Cosern,8324196000181,30,64,79999999999998,66,269999999999996,39,299999999999997,40,799999999999997,56,710000000000001,0,"7,98E+016",0,"2,592E+016",0,1744,0,"6,13E+016",0,"9,5215167E+016",0,"9,5987809E+016",0,"9,6510827E+016",0,"8,9752201E+016",0,"9,3264801E+016",0,92376616,,0,"9,8078771E+016",0,"9,9060799E+016",0,98574697,,0,"9,7047564E+016",0,"9,7653923E+016",0,"9,8202744E+016",,0,"9,6363876E+016",0,"9,7371703E+016",0,"9,648493E+016",0,"9,5699061E+016",6,6117379999999999,6,6509010000000002,6,5646069999999996,6,5319149999999997,6,5829380000000004,7,2550340000000002,,6,7986430000000002,6,8924209999999997,7,1188120000000001,7,5100670000000003,6,5605380000000002,7,223209999999998,7,4454,6,503546,6,551253,6,4222219999999997,6,2533630000000002,7,733329999999999,7,22219999999997,6,8200000000000003,,4,498856,4,5104410000000001,4,6018520000000001,,,,4,7311110000000003,4,6466669999999999,4,6399999999999997,,,6,117381,6,720720000000004,6,1467270000000003,6,785220000000004,6,699522,6,"9,76096E+015",6,6261929999999998,6,767271,6,965185,4,5370499999999998,4,672593,6,1036760000000001,1,714,1,821,1,5780000000000001,1,667,1,569,1,5149999999999999,,1,736,1,7390000000000001,1,6160000000000001,1,6000000000000001,1,6679999999999999,1,8580000000000001,1,8160000000000001,1,"9,43E+015",1,647,1,7849999999999999,1,"9,33E+015",1,843,1,7789999999999999,1,6930000000000001,,2,3119999999999998,2,2749999999999999,2,2410000000000001,,,,1,7609999999999999,1,7090000000000001,1,6970000000000001,,,1,5009999999999999,1,5780000000000001,1,5389999999999999,1,526,1,413,1,391,1,5980000000000001,1,4079999999999999,1,6259999999999999,2,2429999999999999,1,6819999999999999,1,482,0,"4,176E+016",0,"6,637E+016",0,3397,0,"3,888E+016",0,"4,119E+016",0,"2,82E+016",0,"2,533E+016",122,328,1,26,93,93,104,55,78,0,0,0,132,138,43,101,14,22,0,0,129,110,202,7,1,0,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Sul e Sudeste acima de 30 mil e at� 400 mil unidades consumidoras,Energisa Nova Friburgo,33249046000106,31,68,730000000000004,65,799999999999997,26,57,28,399999999999999,60,539999999999999,0,"5,693E+016",0,1885,0,124,0,"4,351E+016",0,90418102,0,"9,097856E+016",0,"9,3081604E+016",0,"8,1528703E+016",0,"7,9253998E+016",0,"7,7917614E+016",,0,"9,5079947E+016",0,"9,7008194E+016",0,"9,6647372E+016",,0,"9,6227161E+016",0,97796779,0,"9,6768043E+016",,0,"8,4580474E+016",0,"8,6493756E+016",0,"8,5793569E+016",0,"8,4915912E+016",7,688259999999996,6,8775510000000004,7,401790000000002,6,5666669999999998,7,6666670000000003,7,7080000000000002,,7,38627,6,"9,5339E+015",7,7330509999999997,8,800000000000001,7,765960000000003,7,880000000000001,6,976,6,7960200000000004,7,42920000000004,7,76613,7,2379030000000002,6,6920000000000002,7,3855420000000001,6,6920000000000002,,3,6520000000000001,3,2040000000000002,3,3239999999999998,,,,3,570281,3,570281,3,5261040000000001,,,6,4057380000000004,6,1016260000000004,6,701613,6,5884770000000001,7,1546479999999999,7,3763329999999998,7,298049999999996,7,186928,6,"9,23181E+015",3,3933330000000002,3,5555560000000002,6,449363,2,859999999999999,2,1680000000000001,2,289999999999999,2,1269999999999998,1,833,1,6930000000000001,,1,859,2,3250000000000002,1,8460000000000001,1,7949999999999999,1,8149999999999999,1,"9,35E+015",1,"9,18E+015",2,1789999999999998,1,956,1,911,2,254,1,"9,53E+015",1,7130000000000001,1,704,,2,3149999999999999,2,2029999999999998,2,2160000000000002,,,,1,762,1,7509999999999999,1,722,,,1,6659999999999999,1,764,1,603,1,6799999999999999,1,3939999999999999,1,389,1,4930000000000001,1,304,1,4259999999999999,2,1600000000000001,1,6910000000000001,1,4339999999999999,0,"1,112E+016",0,"6,785E+016",0,"2,572E+016",0,"3,581E+016",0,3513,0,"2,761E+016",0,1885,94,156,1,5,26,53,48,59,58,0,0,0,118,38,19,52,5,18,0,0,13,81,116,23,9,6,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Sudeste acima de 400 mil unidades consumidoras,Light,60444437000146,32,63,65,489999999999995,37,57,34,600000000000001,58,5,0,"6,473E+016",0,"1,373E+016",2,20000000000000,0,"5,405E+016",0,"8,8303332E+016",0,"9,0975685E+016",0,"9,1268528E+016",0,"8,3677822E+016",0,"8,704031E+016",0,83281178,,0,"9,387817E+016",0,9696053,0,"9,6263317E+016",,0,"9,1998834E+016",0,"9,3925634E+016",0,"9,3837253E+016",,0,"8,6850403E+016",0,"9,0932813E+016",0,"9,1869156E+016",0,"9,081641E+016",6,4783600000000003,6,6322869999999998,6,"9,26027E+015",6,1862069999999996,6,4322429999999997,7,2483069999999996,,6,495215,6,538278,7,4148680000000002,8,45045,6,1240690000000004,6,8596880000000002,6,8440979999999998,6,2514120000000002,6,5343140000000002,6,22419999999999,6,1182030000000003,7,244989999999996,6,"9,57778E+015",6,6955559999999998,,4,625,4,1804009999999998,4,3466670000000001,,,,4,1856819999999999,4,3132,4,1258429999999997,,,6,2612610000000002,6,68489999999999,6,4481979999999997,6,3409610000000001,6,6505720000000004,6,923495,6,4349930000000004,6,6696869999999997,6,8926109999999996,4,384023,4,1142820000000002,6,2643170000000001,2,3340000000000001,2,4430000000000001,2,30000000000001,2,3820000000000001,2,2629999999999999,2,350000000000001,,2,2709999999999999,2,4580000000000002,2,194,2,430000000000001,2,2,1,"9,73E+015",2,259999999999998,2,282,2,129,2,3650000000000002,2,79,2,169999999999999,1,929,1,889,,2,8780000000000001,2,8540000000000001,2,7959999999999998,,,,1,8640000000000001,1,7689999999999999,1,7689999999999999,,,1,"9,83E+015",2,1659999999999999,2,329999999999999,2,1099999999999999,1,6739999999999999,1,6579999999999999,1,6220000000000001,1,4890000000000001,1,647,2,7200000000000002,1,679,1,869,0,1482,0,"7,43E+016",0,"2,008E+016",0,"3,677E+016",0,"4,021E+016",0,217,0,"1,7E+016",202,248,1,14,47,97,97,100,94,0,0,0,80,65,43,157,24,81,0,0,38,128,179,79,23,2,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Sudeste acima de 400 mil unidades consumidoras,Enel Distribui��o S�o Paulo,61695227000193,33,65,530000000000001,65,450000000000003,51,710000000000001,32,490000000000002,65,989999999999995,0,"7,031E+016",0,216,7,"67999999999999,9",0,"4,837E+016",0,"9,662535E+016",0,"9,699397E+016",0,"9,715362E+016",0,"8,6129524E+016",0,"9,0095714E+016",0,7652622,,0,"9,7108855E+016",0,"9,796476E+016",0,"9,7676962E+016",,0,"9,7155259E+016",0,96927003,0,"9,6935343E+016",,0,"8,8625167E+016",0,"8,8739558E+016",0,"9,2264258E+016",0,"9,2630263E+016",6,7884190000000002,6,"9,84444E+015",7,5932579999999996,6,942094,6,"9,31111E+015",7,977779999999999,,6,7866669999999996,6,7683739999999997,7,226667,7,155900000000004,6,5955560000000002,6,"9,28889E+015",6,"9,06667E+015",6,7923249999999999,6,8977779999999997,6,2977780000000001,6,7238309999999997,7,266667,6,"9,84444E+015",6,3577779999999997,,5,5177779999999998,5,6333330000000004,5,8094169999999998,,,,3,915556,3,"9,44444E+015",3,"9,13333E+015",,,7,2222220000000004,6,6711109999999998,6,"9,93333E+015",6,8721969999999999,7,56184,6,878571,6,7578779999999998,6,8975439999999999,6,8696299999999999,5,6535089999999997,3,"9,24444E+015",6,"9,39716E+015",2,1019999999999999,2,1960000000000002,1,865,2,840000000000001,2,939999999999999,2,113,,2,2410000000000001,2,979999999999999,2,133,2,1179999999999999,2,258,2,1960000000000002,2,1949999999999998,2,133,2,270000000000001,2,464,2,2829999999999999,2,710000000000002,1,899,1,8640000000000001,,2,"9,3E+015",2,"9,28E+015",2,8860000000000001,,,,1,8049999999999999,1,863,1,8240000000000001,,,1,982,2,299999999999998,1,952,1,883,1,8109999999999999,1,861,1,"9,2E+015",1,8069999999999999,1,641,2,8450000000000002,1,776,1,776,0,"2,771E+016",0,6885,0,"2,982E+016",0,"3,312E+016",0,"3,812E+016",0,2298,0,"2,693E+016",156,294,1,30,63,101,79,89,87,0,0,0,90,81,40,160,27,52,0,0,28,90,203,101,28,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2014,Concession�ria,Nordeste,Energisa Borborema,8826596000195,34,65,349999999999994,64,769999999999996,45,119999999999997,37,219999999999999,58,409999999999997,0,"9,056E+016",0,2757,7,"91000000000000,1",0,"6,068E+016",0,"9,7324992E+016",0,"9,6653605E+016",0,"9,8227167E+016",0,"9,4851055E+016",0,"9,666626E+016",0,"9,2973462E+016",,0,"9,8970882E+016",0,"9,9611282E+016",0,"9,9649874E+016",,0,"9,9832313E+016",0,"9,9720411E+016",0,"9,9717889E+016",,0,"9,7209758E+016",0,"9,1941727E+016",0,"9,6853861E+016",0,"9,7285661E+016",6,7224490000000001,6,5748990000000003,6,927835,6,5514400000000004,6,6337450000000002,7,56,,6,7759999999999998,6,"9,71545E+015",7,3495929999999996,7,2960000000000003,6,7661290000000003,6,"9,4E+015",6,8360000000000003,6,"9,7561E+015",6,"9,2E+015",6,8232929999999996,6,7148589999999997,7,24,6,8799999999999999,6,5783129999999996,,5,978719999999997,5,510640000000002,5,341880000000003,,,,4,3548390000000001,4,3346770000000001,4,3588709999999997,,,6,2307689999999996,6,1497979999999997,6,3092370000000004,6,3305790000000002,6,7443949999999999,7,318529999999999,6,8682939999999997,6,8815140000000001,6,8274379999999999,5,610410000000003,4,3494619999999999,6,255096,1,627,1,7430000000000001,1,496,1,601,1,571,1,538,,1,7629999999999999,1,607,1,5,1,677,1,5940000000000001,1,667,1,6379999999999999,1,544,1,601,1,591,1,6439999999999999,1,6879999999999999,1,5680000000000001,1,4850000000000001,,2,2559999999999998,2,2530000000000001,2,2669999999999999,,,,1,708,1,7090000000000001,1,706,,,1,4370000000000001,1,4550000000000001,1,427,1,4330000000000001,1,446,1,4279999999999999,1,482,1,415,1,4990000000000001,2,2450000000000001,1,704,1,3779999999999999,0,"2,812E+016",0,"8,1E+016",0,"2,775E+016",0,"3,794E+016",0,"3,998E+016",0,"2,936E+016",0,"2,546E+016",74,176,4,25,45,43,60,41,32,0,0,0,110,47,19,50,7,17,0,0,87,80,75,5,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
