��DatGeracaoConjuntoDados,NumAno,DscClassificacao,DescricaoCategoria,SigAgente,NumCNPJ,NumOrdemIASC,MdaIndicadorQualidade,MdaIndicadorSatisfacao,MdaIndicadorFidelidade,MdaIndicadorValor,MdaIndicadorConfianca,MdaSatisfacaoR2,MdaFidelidadeR2,MdaValorR2,MdaConfiancaR2,MdaPesoQualidadeInformacao,MdaPesoQualidadeAcesso,MdaPesoQualidadeConfiabilidade,MdaPesoSatisfacaoS1,MdaPesoSatisfacaoS2,MdaPesoSatisfacaoS3,MdaPesoFidelidadeV33,MdaPesoFidelidadeV34,MdaPesoFidelidadeV35,MdaPesoFidelidadeV36,MdaPesoValorV28,MdaPesoValorV29,MdaPesoValorV30,MdaPesoValorV31,MdaPesoValorV91,MdaPesoConfiancaV37,MdaPesoConfiancaV38,MdaPesoConfiancaV39,MdaPesoConfiancaV40,MdaMediaQualidadeInformacaoV15,MdaMediaQualidadeInformacaoV16,MdaMediaQualidadeInformacaoV21,MdaMediaQualidadeInformacaoV22,MdaMediaQualidadeInformacaoV23,MdaMediaQualidadeInformacaoV24,MdaMediaQualidadeInformacaoV90,MdaMediaQualidadeAcessoV10,MdaMediaQualidadeAcessoV11,MdaMediaQualidadeAcessoV12,MdaMediaQualidadeAcessoV17,MdaMediaQualidadeAcessoV19,MdaMediaQualidadeConfiabilidadeV8,MdaMediaQualidadeConfiabilidadeV9,MdaMediaQualidadeConfiabilidadeV13,MdaMediaQualidadeConfiabilidadeV14,MdaMediaQualidadeConfiabilidadeV18,MdaMediaQualidadeConfiabilidadeV20,MdaMediaSatisfacaoS1,MdaMediaSatisfacaoS2,MdaMediaSatisfacaoS3,MdaMediaFidelidadeV33,MdaMediaFidelidadeV34,MdaMediaFidelidadeV35,MdaMediaFidelidadeV36,MdaMediaFidelidadeV93,MdaMediaFidelidadeV94,MdaMediaValorV28,MdaMediaValorV29,MdaMediaValorV30,MdaMediaValorV31,MdaMediaValorV91,MdaMediaValorV92,MdaMediaConfiancaV37,MdaMediaConfiancaV38,MdaMediaConfiancaV39,MdaMediaConfiancaV40,MdaMediaQualidadeInformacao,MdaMediaQualidadeAcesso,MdaMediaQualidadeConfiabilidade,MdaMediaQualidade,MdaMediaSatisfacao,MdaMediaFidelidade,MdaMediaValor,MdaMediaConfianca,MdaDsvPadQualidadeInformacaoV15,MdaDsvPadQualidadeInformacaoV16,MdaDsvPadQualidadeInformacaoV21,MdaDsvPadQualidadeInformacaoV22,MdaDsvPadQualidadeInformacaoV23,MdaDsvPadQualidadeInformacaoV24,MdaDsvPadQualidadeInformacaoV90,MdaDsvPadQualidadeAcessoV10,MdaDsvPadQualidadeAcessoV11,MdaDsvPadQualidadeAcessoV12,MdaDsvPadQualidadeAcessoV17,MdaDsvPadQualidadeAcessoV19,MdaDsvPadQualidadeConfiabilidadeV8,MdaDsvPadQualidadeConfiabilidadeV9,MdaDsvPadQualidadeConfiabilidadeV13,MdaDsvPadQualidadeConfiabilidadeV14,MdaDsvPadQualidadeConfiabilidadeV18,MdaDsvPadQualidadeConfiabilidadeV20,MdaDsvPadSatisfacaoS1,MdaDsvPadSatisfacaoS2,MdaDsvPadSatisfacaoS3,MdaDsvPadFidelidadeV33,MdaDsvPadFidelidadeV34,MdaDsvPadFidelidadeV35,MdaDsvPadFidelidadeV36,MdaDsvPadFidelidadeV93,MdaDsvPadFidelidadeV94,MdaDsvPadValorV28,MdaDsvPadValorV29,MdaDsvPadValorV30,MdaDsvPadValorV31,MdaDsvPadValorV91,MdaDsvPadValorV92,MdaDsvPadConfiancaV37,MdaDsvPadConfiancaV38,MdaDsvPadConfiancaV39,MdaDsvPadConfiancaV40,MdaDsvPadQualidadeInformacao,MdaDsvPadQualidadeAcesso,MdaDsvPadQualidadeConfiabilidade,MdaDsvPadQualidade,MdaDsvPadSatisfacao,MdaDsvPadFidelidade,MdaDsvPadValor,MdaDsvPadConfianca,MdaCoeficienteQualidadeValor,MdaCoeficienteQualidadeSatisfacao,MdaCoeficienteValorSatisfacao,MdaCoeficienteQualidadeConfianca,MdaCoeficienteSatisfacaoConfianca,MdaCoeficienteConfiancaFidelidade,MdaCoeficienteSatisfacaoFidelidade,QtdSexoV11,QtdSexoV12,QtdFaixaEtariaV21,QtdFaixaEtariaV22,QtdFaixaEtariaV23,QtdFaixaEtariaV24,QtdFaixaEtariaV25,QtdFaixaEtariaV26,QtdFaixaEtariaV27,QtdFaixaEtariaV28,QtdFaixaEtariaV29,QtdEscolaridadeV31,QtdEscolaridadeV32,QtdEscolaridadeV33,QtdEscolaridadeV34,QtdEscolaridadeV35,QtdEscolaridadeV36,QtdEscolaridadeV37,QtdEscolaridadeV38,QtdEscolaridadeV39,QtdRendaV41,QtdRendaV42,QtdRendaV43,QtdRendaV44,QtdRendaV45,QtdRendaV46,QtdRendaV47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Concession�ria,Norte,CEA,5965546000109,51,42,810000000000002,38,68,19,940000000000001,26,210000000000001,36,109999999999999,0,5786,0,16,0,872,0,"5,767E+016",0,"8,8580348E+016",0,"9,3461754E+016",0,"9,1445432E+016",0,"8,1204963E+016",0,"8,6741922E+016",0,"8,0389301E+016",,0,"9,1762796E+016",0,"9,602926E+016",0,"9,4061414E+016",,0,"8,7877291E+016",0,"8,9008838E+016",0,"8,93862E+016",,0,"8,2560519E+016",0,"8,7392098E+016",0,"8,7313075E+016",0,"8,4339948E+016",4,5303639999999996,4,5020239999999996,5,68018,4,697959,4,6008060000000004,5,6799999999999997,,4,4444439999999998,4,7489879999999998,5,5684649999999998,5,6425700000000001,4,3008129999999998,4,5279999999999996,4,4720000000000004,4,8245610000000001,5,816330000000001,4,1520000000000001,4,"9,55645E+015",4,3840000000000003,4,8072290000000004,4,2267210000000004,,2,8959999999999999,2,6506020000000001,2,8439999999999999,,,,3,464,3,2891569999999999,3,3239999999999998,,,4,2096770000000001,4,447150000000001,4,2723579999999997,4,4793390000000004,4,948556,4,"9,41056E+015",4,6689730000000003,4,852862,4,4726499999999998,2,7968670000000002,3,3590520000000001,4,2515219999999996,2,3330000000000002,2,4279999999999999,2,36,2,3130000000000002,2,3300000000000001,2,177,,2,2210000000000001,2,3719999999999999,2,3069999999999999,2,427,2,1190000000000002,2,2530000000000001,2,2519999999999998,2,1589999999999998,2,1659999999999999,2,3039999999999998,2,3679999999999999,2,2949999999999999,2,2120000000000002,2,1429999999999998,,1,915,1,8260000000000001,1,954,,,,1,925,1,778,1,"9,4E+015",,,2,529999999999999,2,619999999999998,2,1219999999999999,2,699999999999998,1,7350000000000001,1,6910000000000001,1,603,1,528,1,835,1,7829999999999999,1,669,1,774,0,"2,952E+016",0,"5,853E+016",0,"3,284E+016",0,"4,184E+016",0,"3,96E+016",0,"2,377E+016",0,"1,871E+016",96,154,0,10,55,53,62,41,29,0,0,0,78,22,16,85,13,36,0,0,42,60,121,22,4,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Permission�ria,Permission�rias acima de 10 mil unidades consumidoras,Cergal,86439510000185,1,86,450000000000003,86,760000000000005,60,829999999999998,45,219999999999999,86,390000000000001,0,"5,072E+016",0,2303,0,1414,0,"4,827E+016",0,89572308,0,"9,1358131E+016",0,"9,1458725E+016",0,"7,9375243E+016",0,"7,4813819E+016",0,79034578,,0,"7,6141437E+016",0,"9,0427104E+016",0,"8,8537542E+016",,0,"8,9500633E+016",0,"9,4919241E+016",0,"9,6452993E+016",,0,"8,8479024E+016",0,"9,0599073E+016",0,"8,9981195E+016",0,83123311,8,410959999999996,8,4161070000000002,9,1304350000000003,7,8958329999999997,7,7571430000000001,8,8733330000000006,,9,2482760000000006,9,2928569999999997,9,4335660000000008,8,5066670000000002,8,9000000000000004,8,"9,73333E+015",9,134229999999995,8,5052629999999994,9,942030000000003,8,8378379999999996,9,69440000000007,8,8733330000000006,9,1208050000000007,8,4466669999999997,,5,693333,6,5266669999999998,7,933330000000003,,,,5,1266670000000003,5,266669999999998,5,60403,,,8,6711410000000004,8,6799999999999997,9,666670000000007,8,6734690000000008,8,3523250000000004,9,762730000000005,8,"9,05167E+015",8,7779220000000002,8,8136019999999995,6,4377779999999998,5,712450000000002,8,7728190000000001,2,5059999999999998,1,984,1,492,2,5870000000000002,2,4409999999999998,1,72,,1,121,1,900000000000001,1,69999999999999,2,3340000000000001,1,607,1,3999999999999999,1,4239999999999999,1,802,1,3149999999999999,1,5629999999999999,1,5569999999999999,1,611,1,204,1,5389999999999999,,3,113,2,6640000000000001,2,3090000000000002,,,,1,"9,08E+015",1,8169999999999999,1,7769999999999999,,,1,599,1,623,1,2130000000000001,1,639,1,649,1,71,1,48,1,141,1,133,2,282,1,716,1,3360000000000001,0,"3,761E+016",0,"5,429E+016",0,2707,0,"3,711E+016",0,"3,809E+016",0,"2,816E+016",0,"2,421E+016",54,96,0,11,19,18,39,32,31,0,0,0,67,24,9,40,1,9,0,0,20,70,51,7,2,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Permission�ria,Permission�rias at� 10 mil unidades consumidoras,Coopermila,75568154000183,2,87,859999999999999,85,310000000000002,63,469999999999999,49,93,87,379999999999995,0,"6,251E+016",0,"2,473E+016",0,1024,0,"7,594E+016",0,"8,4077722E+016",0,"9,0518811E+016",0,"9,2450383E+016",0,84917334,0,"8,413653E+016",0,"8,0490751E+016",,0,"7,2450307E+016",0,"8,6335073E+016",0,"7,8835267E+016",,0,"7,2146818E+016",0,"9,0154638E+016",0,89872003,,0,"9,723836E+016",0,"9,4243502E+016",0,"9,4543977E+016",0,"9,3907501E+016",8,2045449999999995,8,6222220000000007,9,1750000000000007,8,2222220000000004,8,6818179999999998,8,"9,33332999999999E+015",,9,681820000000002,9,488372,9,488372,9,3777779999999993,9,8,5999999999999996,8,8000000000000007,8,6400000000000006,9,8,8444439999999993,8,8000000000000007,8,644444,8,"9,77778000000001E+015",8,4000000000000004,,6,88889,6,6888889999999996,7,3111110000000004,,,,5,5333329999999998,5,4000000000000004,5,5555560000000002,,,8,5777780000000003,8,7555560000000003,9,666670000000007,9,666670000000007,8,6398569999999992,9,2845410000000008,8,7807410000000008,8,"9,01713000000001E+015",8,6740739999999992,6,6962960000000002,5,4962960000000001,8,8666669999999996,1,778,1,"9,22E+015",1,506,2,1200000000000001,1,474,1,629,,1,601,0,"8,08E+016",0,"9,86E+016",0,"9,84E+016",1,4139999999999999,1,232,1,4550000000000001,1,7689999999999999,1,6919999999999999,1,3640000000000001,2,289999999999999,1,734,1,1579999999999999,1,5429999999999999,,2,"9,3E+015",2,476,2,5299999999999998,,,,1,6180000000000001,1,4830000000000001,1,6180000000000001,,,1,7250000000000001,1,8109999999999999,1,232,1,355,1,296,0,"9,33E+016",0,"9,3E+016",0,"9,34E+016",1,232,2,89,1,321,1,456,0,"3,2E+016",0,"6,424E+016",0,2641,0,"4,52E+016",0,"4,689E+016",0,2467,0,"2,679E+016",19,26,0,4,10,11,8,3,9,0,0,0,28,2,0,13,1,1,0,0,0,21,20,3,1,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Permission�ria,Permission�rias at� 10 mil unidades consumidoras,Ceral-Dis,10532365000110,3,82,120000000000005,83,709999999999994,40,710000000000001,24,41,80,159999999999997,0,"5,218E+016",0,1452,0,111,0,"2,85E+016",0,"9,2264852E+016",0,96989585,0,"9,58966E+016",0,"8,105315E+016",0,"8,6384813E+016",0,"4,9005985E+016",,0,"8,9143195E+016",0,96490904,0,"9,6380951E+016",,0,98052476,0,"9,6916983E+016",0,"9,7599192E+016",,0,"8,7255378E+016",0,"9,4068839E+016",0,93080204,0,"9,1116176E+016",8,2291670000000003,8,8,3125,8,375,8,3673470000000005,8,5102039999999999,,8,5416670000000003,8,5957450000000009,8,5510199999999994,8,4285709999999998,8,4782609999999998,8,2857140000000005,8,3877550000000003,8,4772730000000003,8,4166670000000003,8,1666670000000003,8,3617019999999993,8,7551020000000008,8,4897960000000001,8,2448979999999992,,4,7755099999999997,4,6326530000000004,4,5918369999999999,,,,3,122449,3,2244899999999999,3,2448980000000001,,,8,2857140000000005,8,1428569999999993,8,2040819999999997,8,2291670000000003,8,2990359999999992,8,5190529999999995,8,3492960000000007,8,3891279999999995,8,4965989999999998,4,6666670000000003,3,197279,8,2154550000000004,1,4319999999999999,1,696,1,294,1,1659999999999999,0,"9,06E+016",1,371,,1,29,1,93,1,2430000000000001,1,2749999999999999,1,1319999999999999,1,607,1,3360000000000001,1,109,1,4410000000000001,1,841,1,2490000000000001,1,2829999999999999,1,139,1,347,,3,230000000000001,2,"9,98E+015",3,59999999999998,,,,1,7030000000000001,1,649,1,6399999999999999,,,1,1180000000000001,1,3540000000000001,1,258,1,3109999999999999,1,700000000000001,1,700000000000001,1,179,1,52,0,"9,03E+016",2,8279999999999998,1,623,1,1539999999999999,0,1052,0,"7,176E+016",0,"1,642E+016",0,"3,073E+016",0,"2,698E+016",0,"2,464E+016",0,1968,15,34,1,0,12,10,10,4,12,0,0,0,18,5,0,10,0,16,0,0,3,5,27,10,4,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Permission�ria,Permission�rias acima de 10 mil unidades consumidoras,Ceriluz,87656989000174,4,75,530000000000001,82,129999999999995,65,900000000000006,56,18,79,40000000000006,0,"3,777E+016",6,73000000000000,2,66000000000000,0,"5,019E+016",0,"9,2818562E+016",0,"9,5799368E+016",0,"9,4047858E+016",0,82480111,0,"4,9882924E+016",0,"7,472263E+016",,0,"7,9323875E+016",0,"9,2624632E+016",0,"8,0357016E+016",,0,"8,1831177E+016",0,"8,5898199E+016",0,"7,633779E+016",,0,"7,9388195E+016",0,"7,7572728E+016",0,"6,6592976E+016",0,"7,5738659E+016",7,5873020000000002,8,2380949999999995,7,"9,03226E+015",6,7936509999999997,7,1639340000000002,8,1746029999999994,,8,2698409999999996,7,8888889999999998,8,4444440000000007,7,"9,36508E+015",7,5873020000000002,8,7,5714290000000002,7,454549999999996,7,984127,7,8095239999999997,7,"9,04762E+015",8,6031750000000002,8,6031750000000002,8,158729999999991,,6,"9,19355E+015",6,8253969999999997,7,634920000000001,,,,5,8571429999999998,6,2539680000000004,6,476190000000001,,,7,"9,20635E+015",7,"9,04762E+015",8,5333330000000007,8,1612899999999993,7,6434689999999996,8,253969999999999,7,7192160000000003,7,7960269999999996,8,4074069999999992,6,"9,36081E+015",6,529099999999998,8,1300050000000006,1,8720000000000001,1,748,2,85,2,573,2,4510000000000001,1,756,,1,677,1,7789999999999999,1,7490000000000001,1,7589999999999999,1,"9,73E+015",1,524,1,766,1,276,1,7549999999999999,1,"9,08E+015",1,72,1,1850000000000001,1,860000000000001,1,3009999999999999,,1,8169999999999999,1,"9,14E+015",1,857,,,,1,49,1,5960000000000001,1,4750000000000001,,,0,"9,89E+016",1,3160000000000001,1,518,1,6579999999999999,1,6639999999999999,1,3779999999999999,1,1419999999999999,1,3140000000000001,0,"8,33E+016",1,569,1,2390000000000001,1,22,0,"1,631E+016",0,"5,283E+016",0,"2,323E+016",0,"4,588E+016",0,"2,976E+016",0,1749,0,1225,26,37,0,2,9,9,8,15,20,0,0,0,44,7,3,5,0,4,0,0,5,26,29,3,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Permission�ria,Permission�rias acima de 10 mil unidades consumidoras,Creluz-D,91950261000128,5,76,900000000000006,81,709999999999994,58,79999999999998,43,7,80,480000000000004,0,"3,051E+016",0,1045,6,67000000000000,0,"5,138E+016",0,"8,8835466E+016",0,"8,9473105E+016",0,"9,3227791E+016",0,"7,5306252E+016",0,"8,3504767E+016",0,49600178,,0,"7,39797E+016",0,"8,84359E+016",0,"9,0257726E+016",,0,91452559,0,"9,0805368E+016",0,"9,5395974E+016",,0,"9,1351296E+016",0,"8,4825358E+016",0,"8,8287654E+016",0,"8,9762255E+016",7,5205479999999998,7,3611110000000002,7,6642340000000004,6,"9,79167E+015",6,8394159999999999,8,6180559999999993,,8,204079999999998,8,1071430000000007,9,8,3061220000000002,7,"9,41748E+015",8,3666669999999996,8,671140000000001,7,2873559999999999,7,904255,7,7800000000000002,8,5067570000000003,8,5503359999999997,8,5436239999999994,7,7364860000000002,,6,1597220000000004,6,1338030000000003,6,3732389999999999,,,,5,469799999999996,4,7852350000000001,4,7999999999999998,,,8,4149659999999997,8,2027,8,4589040000000004,8,675679999999996,7,4970879999999998,8,2750839999999997,7,"9,85358E+015",7,"9,19177E+015",8,2768149999999991,6,2222549999999996,4,8774050000000004,8,2404270000000004,1,865,1,633,1,6919999999999999,1,8979999999999999,1,"9,91E+015",0,"9,83E+016",,0,"9,27E+016",1,1839999999999999,0,"9,34E+016",1,3640000000000001,1,2250000000000001,1,2450000000000001,1,621,1,2629999999999999,1,153,1,5009999999999999,1,2290000000000001,1,1950000000000001,1,359,1,2390000000000001,,1,645,1,766,1,7010000000000001,,,,1,"9,22E+015",1,819,1,883,,,1,2949999999999999,1,1020000000000001,1,2210000000000001,1,1910000000000001,1,204,0,873,0,"9,33E+016",0,"9,08E+016",0,"8,87E+016",1,4390000000000001,1,7350000000000001,1,660000000000001,0,"2,582E+016",0,"5,573E+016",0,"1,571E+016",0,"4,826E+016",0,3286,0,"2,415E+016",9,"95000000000000,1",56,94,0,9,29,37,36,22,17,0,0,0,93,9,5,32,5,6,0,0,41,83,25,1,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Permission�ria,Permission�rias acima de 10 mil unidades consumidoras,Coprel,90660754000160,6,78,849999999999994,80,790000000000006,61,939999999999998,40,759999999999998,78,819999999999993,0,"3,174E+016",0,"2,885E+016",3,4000000000000,0,"5,74E+016",0,"9,2971893E+016",0,"9,521251E+016",0,"9,4841696E+016",0,"8,2065821E+016",0,"7,7919118E+016",0,"6,7694723E+016",,0,"8,7241846E+016",0,"9,3055233E+016",0,"9,0621697E+016",,0,"9,0110352E+016",0,"9,343036E+016",0,"8,7142747E+016",,0,83562607,0,"8,3594375E+016",0,"8,2096106E+016",0,"8,6152375E+016",7,347518,8,1140939999999997,8,2928569999999997,7,4589040000000004,7,4375,8,3020130000000005,,8,3285710000000002,8,4642859999999995,8,6666670000000003,8,402685,8,1678829999999998,8,1275169999999992,7,7933329999999996,7,"9,35484E+015",8,597010000000004,8,315436,8,704229999999999,8,3933330000000002,8,4533330000000007,7,"9,13333E+015",,6,4527029999999996,6,4832210000000003,6,7866669999999996,,,,4,693333,4,5999999999999996,4,7162160000000002,,,7,"9,86577E+015",8,2027,8,3537409999999994,8,206900000000001,7,8254809999999999,8,4060179999999995,8,503160000000005,8,939379999999996,8,2533329999999996,6,5741969999999998,4,6698500000000003,8,953199999999992,2,452,1,927,1,6850000000000001,2,3799999999999999,2,3849999999999998,1,885,,1,728,1,6399999999999999,1,6180000000000001,1,609,1,6120000000000001,1,6359999999999999,2,1150000000000002,1,6659999999999999,1,8089999999999999,1,7150000000000001,2,1230000000000002,1,4510000000000001,1,3440000000000001,1,4970000000000001,,2,5289999999999999,2,5579999999999998,2,4590000000000001,,,,2,2309999999999999,1,8169999999999999,1,897,,,1,546,1,5389999999999999,1,399,1,6200000000000001,1,7649999999999999,1,3620000000000001,1,4590000000000001,1,4410000000000001,1,85,2,2719999999999998,1,788,1,2809999999999999,5,80000000000000,0,"5,611E+016",1,75000000000000,0,"4,685E+016",0,3785,0,"3,107E+016",0,"2,916E+016",63,87,0,8,29,32,27,32,22,0,0,0,75,17,10,33,5,10,0,0,20,62,59,7,0,0,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2017,Permission�ria,Permission�rias at� 10 mil unidades consumidoras,Coorsel,86448057000173,7,84,920000000000002,80,680000000000007,50,79999999999998,42,270000000000003,80,579999999999998,0,"6,584E+016",0,"3,112E+016",8,"21999999999999,9",0,"5,612E+016",0,"9,0112198E+016",0,"9,1000848E+016",0,"9,4590859E+016",0,"8,2769325E+016",0,82783129,0,"8,4834772E+016",,0,"8,1808086E+016",0,"8,8473288E+016",0,"8,9082407E+016",,0,"8,470604E+016",0,94183317,0,"9,3709171E+016",,0,"8,9810154E+016",0,"9,1007554E+016",0,"8,9979908E+016",0,"8,7647104E+016",7,7123290000000004,8,268460000000008,8,"9,20863000000001E+015",7,606897,7,5625,8,2866669999999996,,8,"9,57746E+015",9,68970000000004,9,2689660000000007,9,2533329999999996,8,8794330000000006,8,766667,8,8133330000000001,9,99009999999993,8,7697839999999996,8,8066669999999991,8,7619050000000005,8,266667,8,6066669999999998,7,"9,19463E+015",,4,8053689999999998,5,375839,6,281879,,,,5,199999999999996,4,7199999999999998,4,693333,,,8,600000000000005,8,1600000000000001,8,5933329999999994,8,1946309999999993,8,193499999999993,9,732750000000006,8,8213760000000008,8,6379999999999999,8,264265,5,4876959999999997,4,8111110000000004,8,2519910000000003,2,601,2,2309999999999999,1,639,2,347,2,4649999999999999,2,1869999999999998,,1,5449999999999999,1,383,1,4339999999999999,1,194,1,4399999999999999,1,472,1,5469999999999999,1,212,1,8180000000000001,1,5049999999999999,2,249999999999999,1,7629999999999999,1,488,1,7090000000000001,,2,806,2,7549999999999999,2,6219999999999999,,,,1,7849999999999999,1,623,1,667,,,1,7849999999999999,1,883,1,5329999999999999,1,"9,85E+015",1,851,1,131,1,1619999999999999,1,2689999999999999,1,381,2,3570000000000002,1,5349999999999999,1,6100000000000001,0,"2,866E+016",0,"7,014E+016",0,"2,088E+016",0,"4,075E+016",0,"3,742E+016",0,"2,967E+016",0,"3,119E+016",59,91,3,5,20,35,29,29,29,0,0,0,94,20,5,21,2,8,0,0,23,55,61,11,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
